epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.5647073,0.4735468665089632,0.000100000005,0.5855,0.45223501499961405
1,0.56870365,0.46856860839641157,0.000100000005,0.58081925,0.45602450315274445
2,0.5718395,0.4645940360704852,0.000100000005,0.5809133,0.4551093537433475
3,0.57425,0.4614035365803872,0.000100000005,0.59649986,0.4388008333888708
4,0.57692045,0.4580369763655366,0.000100000005,0.5949558,0.4396810227749394
5,0.57880664,0.4555224966585945,0.000100000005,0.5912112,0.4428144291627641
6,0.58047754,0.4532620391929088,0.000100000005,0.5970558,0.43640655746646956
7,0.5812513,0.45194363682072397,0.000100000005,0.5986873,0.43424171209335327
8,0.58351976,0.44915713118920053,0.000100000005,0.5900313,0.44241156063827813
9,0.58467597,0.4475332078924451,0.000100000005,0.5964057,0.4355600002933951
10,0.5854909,0.4462346883944279,0.000100000005,0.5839901,0.4475015022006689
11,0.58752173,0.4437495582693599,0.000100000005,0.5983097,0.4327300858556056
12,0.58823097,0.44259577451437865,0.000100000005,0.5870182,0.4436136034189486
13,0.58949137,0.4409601834076674,0.000100000005,0.5975571,0.43271088351806003
