seriesuid,width,height,slice,vcoordX,vcoordY,vcoordZ
689488,350,350,300,22.203075082007068,349.92035583899735,192.20874605131013
689488,350,350,300,307.27641943156823,64.6197251652461,36.08813087224405
689488,350,350,300,6.4921044229319325,48.05126940065181,8.577831417870318
689488,350,350,300,238.2701306168157,337.2769820821227,269.78117193305445
689488,350,350,300,332.5938182271991,176.48260559978783,64.64034545304435
689488,350,350,300,321.8848350800907,77.59368446783131,219.19893210102896
689488,350,350,300,245.37413225437535,332.8185070768512,147.88243601863232
689488,350,350,300,269.464669886724,38.129660021314415,109.19082137205953
689488,350,350,300,276.32744337473866,249.5556152868883,31.155122867249307
689488,350,350,300,337.04744706341916,66.76048227709964,109.06542804698557
689488,350,350,300,343.679106979065,112.12461809259098,50.96780957197565
689488,350,350,300,264.56158406193833,39.75185460406692,163.1559561877102
689488,350,350,300,335.6238894133703,333.71800987276254,86.58458200558434
689488,350,350,300,284.05467402801867,36.057340953885245,256.3744871952134
696329,341,341,335,308.6822283985492,48.72789821070529,5.939045161854948
696329,341,341,335,56.553878564098426,282.069778992104,251.455560473092
696329,341,341,335,287.14223757809685,17.250647669615947,197.07642743544903
696329,341,341,335,190.80119003247233,1.225850310443548,32.24320053744826
696329,341,341,335,159.3222792686076,297.50051676230146,280.5917259725908
696329,341,341,335,268.0554738329626,2.784527945105848,24.955515383817144
696329,341,341,335,159.27112673111094,9.095146410042412,320.6506087487856
696329,341,341,335,21.542916051440766,31.18762041021735,217.76912256268773
696329,341,341,335,299.310695076671,16.80822347039337,52.81518493921599
696329,341,341,335,242.25368906864642,297.95507968940444,244.70808003307562
696329,341,341,335,230.24518324893322,279.0070882502586,182.04141464714382
696329,341,341,335,30.127626490588067,300.76022061527834,7.321140058248009
696329,341,341,335,293.57353202924634,262.73258764716667,130.02333622482047
696329,341,341,335,323.4113593419484,92.98808007834153,18.90613352200588
696329,341,341,335,305.86095288292506,171.7064325524912,332.65273666351675
696329,341,341,335,23.025493519532763,336.65301105085905,330.17992197656827
686530,350,350,300,99.19704323960269,238.169758885161,33.142156197540764
686530,350,350,300,74.99788665761446,71.17573737587496,240.76492055436967
686530,350,350,300,261.33070077198226,301.7875051177812,92.96482667508687
686530,350,350,300,61.888466924683,238.1854475172989,29.804942217171494
686530,350,350,300,333.20452972549896,216.46407534378926,273.7870148015081
686530,350,350,300,42.371376039899054,256.2106027974901,102.55897511821026
686530,350,350,300,262.7523953707207,291.10706147048694,265.1594450541069
686530,350,350,300,325.25917701329325,241.88269036890938,2.1451648559254077
686530,350,350,300,248.8821640891481,316.63041914770633,20.973546889663595
686530,350,350,300,40.06430859582221,300.16807594788474,272.74142190643266
686530,350,350,300,69.18649622247894,279.90069786750934,23.657309367647407
686530,350,350,300,70.60086897898202,136.88590300530532,280.4522744892406
686530,350,350,300,148.1866231847861,312.9236712768894,212.44297764618867
686530,350,350,300,120.88040220994431,195.63173350457626,6.58622920521209
686530,350,350,300,58.83671146135255,227.78318130273888,265.44376611578485
689244,350,350,340,288.7004527362667,334.10136704182065,318.74185377602856
689244,350,350,340,214.26096405110687,333.45160883536636,306.22831258872924
689244,350,350,340,250.83307006040448,339.9674043576469,172.66351943959194
689244,350,350,340,318.92195997892384,20.381245673145738,171.63008412152533
689244,350,350,340,20.900866131130417,183.6954875260715,284.0181734591664
689244,350,350,340,326.4352402764849,295.89800185639723,160.1851478423619
689244,350,350,340,5.469130533668087,132.04801279943734,217.78657739994304
689244,350,350,340,104.47241172035669,162.26880335496153,235.52627165549376
689244,350,350,340,83.71383324420185,124.18833407406338,292.24983723485576
689244,350,350,340,335.425170206321,103.06355505907078,139.71265373333807
689244,350,350,340,209.24134547883835,60.90224575145902,102.73165037933569
689244,350,350,340,302.08976122047545,342.38158406446274,181.65787756656306
689244,350,350,340,209.37725334273006,139.71304304169652,170.77244079886674
689244,350,350,340,96.3364794406193,92.47739539524403,107.18922308469976
689244,350,350,340,345.65102175756545,197.53313383917822,337.9354393204119
656791,377,377,288,125.37196030176062,322.28269364777236,63.01351041105883
656791,377,377,288,243.06714803786852,173.6060421645917,274.579979392865
656791,377,377,288,114.57831013728195,361.80618646564,147.8442744430437
656791,377,377,288,5.405788069829055,60.138300366410846,190.6675364582589
656791,377,377,288,80.36248336595428,297.927311960471,140.3561741819837
656791,377,377,288,157.66104008106072,334.30318623715283,252.64222053766642
656791,377,377,288,124.72387843129745,294.77614813648466,76.73822681554954
656791,377,377,288,21.752113433579176,11.564213097380561,224.7228758004974
656791,377,377,288,38.9838980687467,323.82748222494104,260.6805470906579
656791,377,377,288,27.29495581512936,58.28622904836708,54.234155647332074
527689,294,294,340,0.39070759722894555,127.77885165508847,12.685658297429512
527689,294,294,340,279.10625277794475,24.94077034398481,73.45401505603907
527689,294,294,340,11.132147511241055,11.768209488300062,15.475036972549548
527689,294,294,340,82.95684168642374,27.58486631581006,16.51652477164979
527689,294,294,340,134.02288012275255,119.8276482136979,23.23605462433465
527689,294,294,340,292.5906878342389,20.311819106981932,154.814272504194
627819,350,350,335,69.23017413601916,103.88685557244203,133.94354042920494
627819,350,350,335,106.91521341271775,108.05194833663674,272.5314413467754
627819,350,350,335,51.702254581906764,206.73849800707058,230.45223931183816
627819,350,350,335,340.48566826104206,30.73506720643214,306.4884819783005
627819,350,350,335,144.6316333211467,240.52455867141813,15.11967500310785
627819,350,350,335,207.2546794251948,342.1458382790159,83.97032093959945
627819,350,350,335,297.5739115709937,316.92737007048265,59.97598917879124
627819,350,350,335,162.69755375560726,311.18574809200476,287.69531231319803
627819,350,350,335,8.51326167567107,128.42799773653024,77.20635348724699
627819,350,350,335,194.67909472237147,59.2386534979431,62.60160580149749
627819,350,350,335,143.41511227381935,282.41923793329136,206.178366533345
627819,350,350,335,87.64186766956131,313.76233499022635,261.24748288104365
627819,350,350,335,19.323947772882953,218.13913451031075,6.630057898212216
627819,350,350,335,183.204121554587,11.864393251335692,285.3579533659059
627819,350,350,335,279.1810699777282,262.46693606158647,226.79650673451755
627819,350,350,335,227.260052282827,72.17608493872252,294.3790023704424
627819,350,350,335,191.5424940136402,284.25306623527695,293.8410341526162
627819,350,350,335,122.82171490999153,121.87975824368975,286.12415064323915
627819,350,350,335,209.85570060726684,212.81449203108767,56.43632591000083
627819,350,350,335,109.15916289415824,69.37029474461937,281.69183719337934
627819,350,350,335,184.1914649943059,214.03594222501,159.51463579535104
627819,350,350,335,156.28902464503335,227.35153324858896,284.2859483196032
627819,350,350,335,60.27528226727967,137.8815022942947,245.61888353118687
627819,350,350,335,314.95322798866493,315.5788367030363,213.6297858835504
627819,350,350,335,129.15475513070265,92.31043090285254,148.8642461527157
627819,350,350,335,77.9343600784336,159.13245305157977,282.54911334712483
627819,350,350,335,263.59731004410276,185.3338318099145,295.2880741059305
696343,372,372,330,282.33354444225336,276.63147869436074,144.46941876742264
696343,372,372,330,328.6421292825794,365.88022644631553,141.5583963301136
696343,372,372,330,239.27389082695666,341.9548213099694,52.74305245374552
696343,372,372,330,315.2203021593412,260.4071851199246,34.98711312605858
696343,372,372,330,13.695141230154372,1.6593029156453203,236.83873639845893
696343,372,372,330,70.49266120572982,77.48567378293822,5.606182550318027
696343,372,372,330,326.16498334099117,147.95551622138723,168.6007998667364
696343,372,372,330,138.64660768952663,33.668286510633514,313.14904982437156
696343,372,372,330,304.90136438316347,30.515264052642525,152.76362964028257
696343,372,372,330,277.1799373408074,235.4911186133919,79.36707832968467
696343,372,372,330,6.1826809002259004,293.91057845400894,318.3795838227991
696343,372,372,330,137.81501533312306,366.0484616536823,124.60101590412411
696343,372,372,330,131.7782647795963,106.4732948091048,84.40377177126518
696343,372,372,330,368.1383070086583,343.50366334484954,91.88768660839092
679994,350,350,255,191.20070038152224,3.4356981034721237,20.316900459482273
679994,350,350,255,332.1657121004836,288.4357811948864,110.37962598113081
679994,350,350,255,159.5204331862181,306.680742359761,101.56020881800488
679994,350,350,255,241.25463282110962,274.886442439323,61.89907472787747
679994,350,350,255,282.2221975022922,3.5339629088266102,183.26799181535986
679994,350,350,255,2.8538808279353125,94.24543259537431,161.50150974514924
679994,350,350,255,92.49067584580328,280.51267258309474,98.35242485508174
679994,350,350,255,324.47995011272934,316.356410298623,60.20531602113082
679994,350,350,255,4.161900697348603,266.5777667982756,43.89124534832786
679994,350,350,255,188.22935805153716,311.5840682264331,52.22352937608204
679994,350,350,255,298.80050808357936,276.32405104211705,237.31157805918204
679994,350,350,255,81.8536153888015,305.3277511317093,168.85227493811286
679994,350,350,255,265.13357827120507,309.87976750070357,118.20553834291283
679994,350,350,255,218.84695028220656,346.5373290594647,90.3503622190581
679994,350,350,255,0.6298272516488457,1.208497819104365,199.22982194567876
679994,350,350,255,295.7981578350763,256.8503973514886,142.79512447865673
679994,350,350,255,93.92589621108678,261.82511190194043,181.28555076221937
679994,350,350,255,20.68882560568185,286.06638976347614,92.57239775619033
679994,350,350,255,21.219919192573713,229.1551589714185,146.56491004435347
689860,319,319,280,160.59737373400264,207.61295688780228,134.39273543298086
689860,319,319,280,135.48055984675722,123.70529578889,24.74773370474148
689860,319,319,280,163.31287334696935,305.3348164176863,149.6380848910733
689860,319,319,280,95.92004674694431,256.38937737404507,265.9229282079928
689860,319,319,280,37.95196824369236,49.54769890954533,93.76229047431764
689860,319,319,280,32.350612278584144,289.405943183229,35.16876128035502
689860,319,319,280,80.83270478114551,8.840909556584723,104.4838793170191
689860,319,319,280,64.2389984981187,193.6219820059585,147.80773628853032
689860,319,319,280,100.11484724195009,274.09054455031014,151.33008259605032
689860,319,319,280,100.22117454889012,25.98379117012404,110.11040330827404
689860,319,319,280,29.970083563654637,119.64680333943183,169.2368076235683
689860,319,319,280,39.20041743047821,253.36394517158413,193.39524820730335
689860,319,319,280,297.42074451284697,221.59318838796003,168.943581232129
689860,319,319,280,296.24763753498866,301.37309710125646,107.94088638877344
689860,319,319,280,24.909803114635487,16.197297807076815,189.78309717008352
689860,319,319,280,104.94631837360124,262.68739778802137,25.251089238770522
689860,319,319,280,58.79442378910988,48.334945425438654,153.92506962747728
689860,319,319,280,59.532632722459645,15.48307036596728,269.62312473616527
689860,319,319,280,274.74265113009557,70.59484613772919,189.2675506282917
689860,319,319,280,283.5010111543437,50.88087889264712,267.3674759241571
689860,319,319,280,254.06239006000553,317.8124318491646,209.52405136349526
