epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.75703454,0.2817454734396439,0.000100000005,0.7865558,0.252074242879947
1,0.76077616,0.2777256971363658,0.000100000005,0.7861696,0.2521589828862084
2,0.762518,0.2757103140497318,0.000100000005,0.7825959,0.2554682989915212
3,0.7661352,0.2718604203900344,0.000100000005,0.77976424,0.2580579494436582
4,0.7702533,0.2674442887911896,0.000100000005,0.7831723,0.25435488753848606
5,0.7738334,0.263697964655059,1.0000001e-05,0.7890288,0.24845247798495823
6,0.7748396,0.26265947929293126,1.0000001e-05,0.7895201,0.2479192511075073
7,0.77513415,0.26229367046102914,1.0000001e-05,0.78948903,0.24790939274761412
8,0.7758696,0.26154921667405145,1.0000001e-05,0.7883189,0.24903791108065182
9,0.77698076,0.26037817802219965,1.0000001e-05,0.78807956,0.2492348961532116
10,0.77750903,0.2598104105094839,1.0000001e-05,0.7889841,0.24828722659084532
11,0.77671564,0.2605662699054075,1.0000001e-05,0.78957295,0.2476547041700946
12,0.77805066,0.25917832430323057,1.0000001e-05,0.7898227,0.24736466796861756
13,0.777681,0.25953013458786056,1.0000001e-05,0.79042226,0.24672634651263556
14,0.77798325,0.2591813358396085,1.0000001e-05,0.7897052,0.247404798037476
15,0.77812874,0.25899671549885156,1.0000001e-05,0.78980136,0.24727556109428406
16,0.7783317,0.25874682587784376,1.0000001e-05,0.7908916,0.24615000312527022
17,0.77794904,0.2591181768624942,1.0000001e-05,0.7898791,0.24712547659873962
18,0.7787972,0.25820784930131174,1.0000001e-05,0.7905524,0.2464175737566418
19,0.7803405,0.2566389174521933,1.0000001e-05,0.79128516,0.24564669198460048
20,0.7798235,0.257120782214004,1.0000001e-05,0.7912429,0.24565329319900936
21,0.7795954,0.25730833915584905,1.0000001e-05,0.79020476,0.24665620757473838
22,0.7811585,0.2557056306361051,1.0000001e-05,0.7916256,0.24519755277368757
23,0.7808196,0.2560152861152455,1.0000001e-05,0.7917713,0.2450142643517918
24,0.77974236,0.2570388812446154,1.0000001e-05,0.7910443,0.24570429283711645
25,0.7813526,0.25540190175141253,1.0000001e-05,0.7908988,0.24581697169277403
26,0.78249854,0.25422499095044565,1.0000001e-05,0.7913425,0.24533530904187095
27,0.78113496,0.2555469945988534,1.0000001e-05,0.79181314,0.24482719434632194
28,0.78149027,0.25516792634480545,1.0000001e-05,0.79201,0.24460023558802074
29,0.78202635,0.2546032305017079,1.0000001e-05,0.7927754,0.24379984703328875
30,0.7824479,0.25414730536194374,1.0000001e-05,0.7923092,0.24423116776678297
31,0.783673,0.2528608458270652,1.0000001e-05,0.7916197,0.2448851383394665
32,0.78299433,0.2535355874338546,1.0000001e-05,0.79248345,0.24398580524656507
33,0.78293765,0.2535381127573877,1.0000001e-05,0.7918136,0.24461815920141008
34,0.78384113,0.2526098704351839,1.0000001e-06,0.79182667,0.2446015253663063
35,0.783967,0.25249536387639565,1.0000001e-06,0.79217124,0.24425295326444837
36,0.7837896,0.25266995911234796,1.0000001e-06,0.7923312,0.24408944778972202
37,0.78493255,0.25152449012353295,1.0000001e-06,0.7921814,0.24423586659961277
38,0.7842075,0.2522530897756647,1.0000001e-07,0.79235274,0.2440639477637079
39,0.7842662,0.25217970445304766,1.0000001e-07,0.7923658,0.24405071553256777
